y1,phi
0.23500000000000001,0.9306192730124239
0.23600000000000002,0.9308852933766188
0.23700000000000002,0.9311508154145802
0.23800000000000002,0.9314158395511223
0.23900000000000002,0.9316803662101492
0.24,0.9319443958146603
0.241,0.9322079287867524
0.242,0.9324709655476208
0.243,0.9327335065175635
0.244,0.9329955521159834
0.245,0.9332571027613903
0.246,0.9335181588714052
0.247,0.9337787208627604
0.248,0.9340387891513042
0.249,0.9342983641520026
0.25,0.9345574462789412
0.251,0.9348160359453298
0.252,0.9350741335635024
0.253,0.9353317395449219
0.254,0.9355888543001809
0.255,0.9358454782390063
0.256,0.9361016117702585
0.257,0.936357255301938
0.258,0.9366124092411849
0.259,0.9368670739942815
0.26,0.937121249966657
0.261,0.937374937562888
0.262,0.937628137186701
0.263,0.9378808492409763
0.264,0.9381330741277474
0.265,0.9383848122482081
0.266,0.9386360640027112
0.267,0.9388868297907718
0.268,0.9391371100110694
0.269,0.9393869050614516
0.27,0.9396362153389362
0.271,0.9398850412397112
0.272,0.9401333831591407
0.273,0.9403812414917648
0.274,0.9406286166313031
0.275,0.9408755089706564
0.276,0.9411219189019091
0.277,0.9413678468163316
0.278,0.9416132931043832
0.279,0.9418582581557141
0.28,0.9421027423591661
0.281,0.9423467461027785
0.28200000000000003,0.9425902697737856
0.28300000000000003,0.942833313758624
0.28400000000000003,0.9430758784429305
0.28500000000000003,0.9433179642115476
0.28600000000000003,0.943559571448523
0.28700000000000003,0.943800700537115
0.28800000000000003,0.9440413518597911
0.289,0.9442815257982337
0.29,0.9445212227333397
0.291,0.9447604430452239
0.292,0.9449991871132206
0.293,0.9452374553158882
0.294,0.9454752480310062
0.295,0.9457125656355834
0.296,0.9459494085058552
0.297,0.9461857770172887
0.298,0.9464216715445842
0.299,0.9466570924616764
0.3,0.9468920401417371
0.301,0.9471265149571786
0.302,0.9473605172796533
0.303,0.9475940474800575
0.304,0.9478271059285337
0.305,0.9480596929944716
0.306,0.9482918090465109
0.307,0.9485234544525436
0.308,0.9487546295797149
0.309,0.9489853347944271
0.31,0.9492155704623397
0.311,0.9494453369483727
0.312,0.9496746346167085
0.313,0.9499034638307939
0.314,0.9501318249533413
0.315,0.9503597183463324
0.316,0.9505871443710181
0.317,0.9508141033879229
0.318,0.9510405957568445
0.319,0.9512666218368576
0.32,0.9514921819863156
0.321,0.9517172765628508
0.322,0.9519419059233796
0.323,0.9521660704241006
0.324,0.9523897704205013
0.325,0.9526130062673548
0.326,0.9528357783187256
0.327,0.9530580869279701
0.328,0.9532799324477383
0.329,0.9535013152299769
0.33,0.9537222356259293
0.331,0.9539426939861403
0.332,0.9541626906604543
0.333,0.954382225998021
0.334,0.9546013003472944
0.335,0.9548199140560368
0.336,0.9550380674713188
0.337,0.9552557609395227
0.338,0.9554729948063432
0.339,0.9556897694167908
0.34,0.955906085115191
0.341,0.9561219422451903
0.342,0.9563373411497524
0.343,0.9565522821711662
0.34400000000000003,0.9567667656510427
0.34500000000000003,0.9569807919303193
0.34600000000000003,0.9571943613492611
0.34700000000000003,0.957407474247463
0.34800000000000003,0.9576201309638501
0.34900000000000003,0.9578323318366819
0.35000000000000003,0.9580440772035519
0.35100000000000003,0.9582553674013902
0.352,0.9584662027664658
0.353,0.9586765836343878
0.354,0.958886510340107
0.355,0.9590959832179173
0.356,0.9593050026014597
0.357,0.9595135688237213
0.358,0.959721682217038
0.359,0.9599293431130973
0.36,0.9601365518429379
0.361,0.9603433087369536
0.362,0.9605496141248939
0.363,0.9607554683358652
0.364,0.9609608716983344
0.365,0.9611658245401284
0.366,0.9613703271884367
0.367,0.9615743799698144
0.368,0.9617779832101809
0.369,0.9619811372348248
0.37,0.9621838423684032
0.371,0.9623860989349446
0.372,0.9625879072578503
0.373,0.9627892676598958
0.374,0.962990180463233
0.375,0.9631906459893906
0.376,0.9633906645592775
0.377,0.9635902364931833
0.378,0.9637893621107798
0.379,0.9639880417311242
0.38,0.9641862756726572
0.381,0.9643840642532095
0.382,0.964581407789999
0.383,0.9647783065996349
0.384,0.9649747609981191
0.385,0.965170771300846
0.386,0.9653663378226071
0.387,0.9655614608775889
0.388,0.9657561407793782
0.389,0.965950377840961
0.39,0.9661441723747256
0.391,0.9663375246924623
0.392,0.9665304351053677
0.393,0.966722903924043
0.394,0.9669149314584998
0.395,0.9671065180181566
0.396,0.9672976639118439
0.397,0.9674883694478047
0.398,0.9676786349336958
0.399,0.96786846067659
0.4,0.9680578469829764
0.401,0.9682467941587626
0.402,0.9684353025092773
0.403,0.9686233723392697
0.404,0.9688110039529113
0.405,0.9689981976538005
0.406,0.9691849537449595
0.40700000000000003,0.969371272528839
0.40800000000000003,0.9695571543073183
0.40900000000000003,0.9697425993817066
0.41000000000000003,0.9699276080527461
0.41100000000000003,0.9701121806206114
0.41200000000000003,0.9702963173849126
0.41300000000000003,0.9704800186446949
0.41400000000000003,0.9706632846984424
0.41500000000000004,0.9708461158440773
0.41600000000000004,0.9710285123789628
0.417,0.9712104745999046
0.418,0.9713920028031509
0.419,0.9715730972843941
0.42,0.9717537583387748
0.421,0.9719339862608793
0.422,0.9721137813447448
0.423,0.972293143883857
0.424,0.9724720741711546
0.425,0.9726505724990291
0.426,0.9728286391593267
0.427,0.9730062744433496
0.428,0.9731834786418581
0.429,0.9733602520450693
0.43,0.9735365949426629
0.431,0.9737125076237776
0.432,0.9738879903770167
0.433,0.9740630434904471
0.434,0.974237667251602
0.435,0.9744118619474791
0.436,0.9745856278645478
0.437,0.9747589652887438
0.438,0.9749318745054758
0.439,0.975104355799624
0.44,0.9752764094555422
0.441,0.9754480357570594
0.442,0.9756192349874804
0.443,0.9757900074295877
0.444,0.9759603533656422
0.445,0.9761302730773853
0.446,0.9762997668460405
0.447,0.9764688349523123
0.448,0.9766374776763909
0.449,0.9768056952979511
0.45,0.9769734880961544
0.451,0.9771408563496493
0.452,0.9773078003365752
0.453,0.9774743203345599
0.454,0.9776404166207251
0.455,0.9778060894716833
0.456,0.9779713391635424
0.457,0.9781361659719052
0.458,0.9783005701718719
0.459,0.9784645520380397
0.46,0.9786281118445062
0.461,0.9787912498648682
0.462,0.9789539663722249
0.463,0.9791162616391782
0.464,0.9792781359378339
0.465,0.9794395895398031
0.466,0.9796006227162051
0.467,0.9797612357376642
0.468,0.9799214288743157
0.46900000000000003,0.980081202395804
0.47000000000000003,0.9802405565712866
0.47100000000000003,0.9803994916694314
0.47200000000000003,0.9805580079584213
0.47300000000000003,0.9807161057059546
0.47400000000000003,0.9808737851792442
0.47500000000000003,0.981031046645022
0.47600000000000003,0.9811878903695386
0.47700000000000004,0.981344316618562
0.47800000000000004,0.9815003256573839
0.47900000000000004,0.9816559177508163
0.48,0.9818110931631949
0.481,0.9819658521583803
0.482,0.9821201949997581
0.483,0.9822741219502407
0.484,0.9824276332722686
0.485,0.982580729227811
0.486,0.9827334100783677
0.487,0.9828856760849694
0.488,0.9830375275081793
0.489,0.9831889646080942
0.49,0.9833399876443458
0.491,0.9834905968761021
0.492,0.983640792562066
0.493,0.9837905749604816
0.494,0.9839399443291299
0.495,0.9840889009253325
0.496,0.9842374450059532
0.497,0.9843855768273977
0.498,0.9845332966456164
0.499,0.9846806047161023
0.5,0.9848275012938962
0.501,0.9849739866335846
0.502,0.9851200609893034
0.503,0.9852657246147358
0.504,0.9854109777631173
0.505,0.9855558206872321
0.506,0.9857002536394189
0.507,0.985844276871569
0.508,0.9859878906351277
0.509,0.9861310951810964
0.51,0.9862738907600335
0.511,0.9864162776220542
0.512,0.9865582560168328
0.513,0.9866998261936034
0.514,0.986840988401161
0.515,0.9869817428878624
0.516,0.9871220899016268
0.517,0.9872620296899383
0.518,0.9874015624998451
0.519,0.9875406885779621
0.52,0.9876794081704712
0.521,0.9878177215231214
0.522,0.9879556288812321
0.523,0.9880931304896927
0.524,0.9882302265929627
0.525,0.9883669174350742
0.526,0.988503203259633
0.527,0.988639084309819
0.528,0.9887745608283864
0.529,0.988909633057667
0.53,0.989044301239568
0.531,0.9891785656155763
0.532,0.9893124264267575
0.533,0.9894458839137572
0.534,0.9895789383168027
0.535,0.9897115898757023
0.536,0.9898438388298487
0.537,0.9899756854182178
0.538,0.9901071298793708
0.539,0.9902381724514555
0.54,0.9903688133722062
0.541,0.990499052878945
0.542,0.9906288912085837
0.543,0.9907583285976229
0.544,0.990887365282155
0.545,0.9910160014978642
0.546,0.9911442374800266
0.547,0.9912720734635132
0.548,0.9913995096827886
0.549,0.9915265463719136
0.55,0.9916531837645457
0.551,0.9917794220939393
0.552,0.9919052615929487
0.553,0.9920307024940248
0.554,0.9921557450292215
0.555,0.992280389430193
0.556,0.9924046359281946
0.557,0.9925284847540866
0.558,0.9926519361383316
0.559,0.9927749903109981
0.56,0.9928976475017603
0.561,0.9930199311114452
0.562,0.9931417947081355
0.5630000000000001,0.9932632620132981
0.5640000000000001,0.9933843332550024
0.5650000000000001,0.9935050086609296
0.5660000000000001,0.9936252884583725
0.5670000000000001,0.9937451728742348
0.5680000000000001,0.9938646621350355
0.5690000000000001,0.9939837564669068
0.5700000000000001,0.9941024560955954
0.5710000000000001,0.9942207612464654
0.5720000000000001,0.9943386721444967
0.5730000000000001,0.9944561890142865
0.5740000000000001,0.9945733120800521
0.5750000000000001,0.9946900415656292
0.5760000000000001,0.9948063776944739
0.577,0.994922320689664
0.578,0.9950378707738983
0.579,0.9951530281694998
0.58,0.9952677930984145
0.581,0.9953821657822137
0.582,0.9954961464420928
0.583,0.9956097352988752
0.584,0.995722932573011
0.585,0.9958357384845768
0.586,0.9959481532532815
0.587,0.9960601770984597
0.588,0.9961718102390797
0.589,0.996283052893739
0.59,0.9963939052806694
0.591,0.9965043676177343
0.592,0.9966144401224313
0.593,0.9967241230118928
0.594,0.9968334165028871
0.595,0.9969423208118182
0.596,0.9970508361547279
0.597,0.9971589627472958
0.598,0.9972667008048404
0.599,0.9973740505423192
0.6,0.9974810121743314
0.601,0.997587585915116
0.602,0.9976937719785556
0.603,0.9977995705781746
0.604,0.9979049819271413
0.605,0.9980100062382684
0.606,0.9981146437240139
0.607,0.9982188945964823
0.608,0.9983227590674244
0.609,0.9984262373482391
0.61,0.9985293296499731
0.611,0.998632036183323
0.612,0.9987343571586347
0.613,0.9988362927859056
0.614,0.998937843274784
0.615,0.9990390088345711
0.616,0.9991397896742208
0.617,0.9992401860023412
0.618,0.999340198027195
0.619,0.9994398259566994
0.62,0.9995390699984295
0.621,0.9996379303596156
0.622,0.9997364072471473
0.623,0.9998345008675713
0.624,0.9999322114270942
0.625,1.0000295391315823
0.626,1.0001264841865636
0.627,1.0002230467972257
0.628,1.0003192271684196
0.629,1.00041502550466
0.63,1.0005104420101236
0.631,1.0006054768886528
0.632,1.0007001303437546
0.633,1.000794402578602
0.634,1.0008882937960353
0.635,1.0009818041985612
0.636,1.0010749339883551
0.637,1.0011676833672616
0.638,1.0012600525367934
0.639,1.0013520416981356
0.64,1.001443651052143
0.641,1.0015348807993425
0.642,1.001625731139933
0.643,1.0017162022737875
0.644,1.0018062944004522
0.645,1.0018960077191479
0.646,1.001985342428771
0.647,1.0020742987278943
0.648,1.0021628768147668
0.649,1.0022510768873143
0.65,1.0023388991431426
0.651,1.0024263437795344
0.652,1.0025134109934535
0.653,1.0026001009815422
0.654,1.0026864139401264
0.655,1.0027723500652104
0.656,1.0028579095524832
0.657,1.0029430925973162
0.658,1.0030278993947639
0.659,1.0031123301395661
0.66,1.0031963850261465
0.661,1.0032800642486162
0.662,1.0033633680007705
0.663,1.0034462964760946
0.664,1.003528849867759
0.665,1.0036110283686237
0.666,1.0036928321712377
0.667,1.0037742614678402
0.668,1.0038553164503603
0.669,1.0039359973104183
0.67,1.0040163042393264
0.671,1.0040962374280897
0.672,1.0041757970674057
0.673,1.0042549833476655
0.674,1.004333796458956
0.675,1.0044122365910582
0.676,1.0044903039334485
0.677,1.0045679986753004
0.678,1.004645321005484
0.679,1.0047222711125672
0.68,1.004798849184817
0.681,1.0048750554101977
0.682,1.0049508899763753
0.683,1.0050263530707144
0.684,1.005101444880281
0.685,1.0051761655918434
0.686,1.0052505153918703
0.687,1.005324494466536
0.6880000000000001,1.0053981030017152
0.6890000000000001,1.0054713411829885
0.6900000000000001,1.0055442091956412
0.6910000000000001,1.005616707224663
0.6920000000000001,1.0056888354547502
0.6930000000000001,1.0057605940703056
0.6940000000000001,1.0058319832554394
0.6950000000000001,1.0059030031939689
0.6960000000000001,1.0059736540694209
0.6970000000000001,1.0060439360650304
0.6980000000000001,1.0061138493637425
0.6990000000000001,1.0061833941482123
0.7000000000000001,1.006252570600806
0.7010000000000001,1.0063213789036018
0.7020000000000001,1.0063898192383887
0.7030000000000001,1.0064578917866696
0.704,1.0065255967296602
0.705,1.0065929342482904
0.706,1.006659904523205
0.707,1.0067265077347622
0.708,1.0067927440630389
0.709,1.0068586136878253
0.71,1.0069241167886305
0.711,1.0069892535446803
0.712,1.0070540241349186
0.713,1.0071184287380088
0.714,1.0071824675323326
0.715,1.0072461406959918
0.716,1.0073094484068095
0.717,1.0073723908423287
0.718,1.0074349681798143
0.719,1.0074971805962545
0.72,1.007559028268359
0.721,1.0076205113725611
0.722,1.0076816300850189
0.723,1.0077423845816136
0.724,1.007802775037953
0.725,1.0078628016293698
0.726,1.0079224645309224
0.727,1.0079817639173976
0.728,1.0080406999633083
0.729,1.008099272842895
0.73,1.0081574827301278
0.731,1.008215329798706
0.732,1.0082728142220567
0.733,1.0083299361733395
0.734,1.0083866958254437
0.735,1.0084430933509894
0.736,1.0084991289223293
0.737,1.0085548027115483
0.738,1.0086101148904645
0.739,1.0086650656306284
0.74,1.0087196551033264
0.741,1.0087738834795785
0.742,1.0088277509301393
0.743,1.0088812576255
0.744,1.008934403735888
0.745,1.0089871894312672
0.746,1.0090396148813388
0.747,1.009091680255542
0.748,1.0091433857230543
0.749,1.0091947314527927
0.75,1.0092457176134124
0.751,1.0092963443733103
0.752,1.0093466119006227
0.753,1.009396520363227
0.754,1.0094460699287422
0.755,1.0094952607645309
0.756,1.0095440930376962
0.757,1.0095925669150851
0.758,1.00964068256329
0.759,1.0096884401486446
0.76,1.0097358398372294
0.761,1.0097828817948697
0.762,1.0098295661871368
0.763,1.0098758931793477
0.764,1.0099218629365663
0.765,1.0099674756236048
0.766,1.010012731405022
0.767,1.0100576304451263
0.768,1.0101021729079736
0.769,1.0101463589573698
0.77,1.0101901887568716
0.771,1.010233662469785
0.772,1.0102767802591668
0.773,1.010319542287826
0.774,1.0103619487183224
0.775,1.0104039997129701
0.776,1.010445695433834
0.777,1.0104870360427336
0.778,1.010528021701242
0.779,1.010568652570687
0.78,1.0106089288121503
0.781,1.0106488505864708
0.782,1.010688418054242
0.783,1.010727631375813
0.784,1.0107664907112914
0.785,1.0108049962205419
0.786,1.0108431480631856
0.787,1.0108809463986044
0.788,1.0109183913859363
0.789,1.0109554831840804
0.79,1.010992221951695
0.791,1.0110286078471982
0.792,1.0110646410287698
0.793,1.0111003216543506
0.794,1.0111356498816422
0.795,1.0111706258681095
0.796,1.011205249770979
0.797,1.0112395217472405
0.798,1.011273441953649
0.799,1.0113070105467212
0.8,1.0113402276827395
0.801,1.0113730935177516
0.802,1.01140560820757
0.803,1.0114377719077732
0.804,1.011469584773706
0.805,1.011501046960481
0.806,1.011532158622977
0.807,1.0115629199158411
0.808,1.0115933309934886
0.809,1.011623392010103
0.81,1.011653103119638
0.811,1.0116824644758156
0.812,1.0117114762321293
0.8130000000000001,1.0117401385418419
0.8140000000000001,1.0117684515579881
0.8150000000000001,1.0117964154333727
0.8160000000000001,1.0118240303205737
0.8170000000000001,1.0118512963719417
0.8180000000000001,1.0118782137395983
0.8190000000000001,1.01190478257544
0.8200000000000001,1.0119310030311361
0.8210000000000001,1.0119568752581303
0.8220000000000001,1.011982399407641
0.8230000000000001,1.012007575630661
0.8240000000000001,1.0120324040779594
0.8250000000000001,1.0120568849000804
0.8260000000000001,1.012081018247345
0.8270000000000001,1.0121048042698513
0.8280000000000001,1.0121282431174732
0.8290000000000001,1.0121513349398636
0.8300000000000001,1.0121740798864531
0.8310000000000001,1.0121964781064512
0.8320000000000001,1.0122185297488446
0.833,1.0122402349624013
0.834,1.0122615938956696
0.835,1.0122826066969748
0.836,1.0123032735144264
0.837,1.0123235944959128
0.838,1.0123435697891048
0.839,1.012363199541455
0.84,1.0123824839001982
0.841,1.0124014230123524
0.842,1.0124200170247186
0.843,1.0124382660838804
0.844,1.0124561703362072
0.845,1.012473729927852
0.846,1.0124909450047526
0.847,1.0125078157126317
0.848,1.0125243421969992
0.849,1.0125405246031498
0.85,1.0125563630761647
0.851,1.0125718577609129
0.852,1.0125870088020505
0.853,1.012601816344021
0.854,1.012616280531056
0.855,1.0126304015071763
0.856,1.0126441794161916
0.857,1.012657614401701
0.858,1.0126707066070928
0.859,1.0126834561755462
0.86,1.0126958632500307
0.861,1.012707927973307
0.862,1.0127196504879272
0.863,1.0127310309362352
0.864,1.0127420694603668
0.865,1.0127527662022513
0.866,1.0127631213036101
0.867,1.0127731349059594
0.868,1.0127828071506064
0.869,1.012792138178656
0.87,1.012801128131005
0.871,1.012809777148347
0.872,1.01281808537117
0.873,1.0128260529397575
0.874,1.0128336799941908
0.875,1.0128409666743459
0.876,1.0128479131198966
0.877,1.012854519470314
0.878,1.012860785864867
0.879,1.0128667124426225
0.88,1.0128722993424457
0.881,1.0128775467030011
0.882,1.012882454662752
0.883,1.0128870233599616
0.884,1.0128912529326934
0.885,1.0128951435188107
0.886,1.0128986952559782
0.887,1.0129019082816608
0.888,1.0129047827331255
0.889,1.012907318747442
0.89,1.0129095164614812
0.891,1.012911376011917
0.892,1.0129128975352262
0.893,1.0129140811676893
0.894,1.01291492704539
0.895,1.0129154353042173
0.896,1.0129156060798634
0.897,1.012915439507826
0.898,1.012914935723408
0.899,1.0129140948617181
0.9,1.01291291705767
0.901,1.012911402445986
0.902,1.0129095511611925
0.903,1.0129073633376244
0.904,1.0129048391094235
0.905,1.0129019786105402
0.906,1.0128987819747324
0.907,1.0128952493355663
0.908,1.012891380826418
0.909,1.0128871765804706
0.91,1.0128826367307202
0.911,1.0128777614099695
0.912,1.0128725507508336
0.913,1.012867004885738
0.914,1.0128611220449848
0.915,1.0128549066048618
0.916,1.0128483562953117
0.917,1.0128414712488416
0.918,1.0128342515977644
0.919,1.0128266974741995
0.92,1.0128188090100745
0.921,1.012810586337124
0.922,1.012801612545502
0.923,1.0127943964568398
0.924,1.0127839143797868
0.925,1.0127743561850462
0.926,1.0127644644372813
0.927,1.0127542392670794
0.928,1.0127436808048405
0.929,1.0127327891807718
0.93,1.0127215645248948
0.931,1.01271000696704
0.932,1.0126981190687068
0.933,1.012685896605203
0.934,1.0126733416735483
0.935,1.012660454402089
0.936,1.0126472349189923
0.937,1.012633683352243
0.9380000000000001,1.012619799829645
0.9390000000000001,1.0126055844788222
0.9400000000000001,1.0125910374272191
0.9410000000000001,1.0125761588020994
0.9420000000000001,1.0125609487305476
0.9430000000000001,1.012545407339469
0.9440000000000001,1.0125295347555912
0.9450000000000001,1.012513331105462
0.9460000000000001,1.0124967965154514
0.9470000000000001,1.0124799311117525
0.9480000000000001,1.0124627350203794
0.9490000000000001,1.012445208367171
0.9500000000000001,1.0124273512777877
0.9510000000000001,1.0124091638777137
0.9520000000000001,1.0123906462922585
0.9530000000000001,1.0123717986465537
0.9540000000000001,1.0123526210655571
0.9550000000000001,1.0123331136740503
0.9560000000000001,1.01231327659664
0.9570000000000001,1.0122931099577588
0.9580000000000001,1.012272613881665
0.9590000000000001,1.0122517884924425
0.96,1.0122306339140021
0.961,1.0122091502700814
0.962,1.0121873376842452
0.963,1.012165196279884
0.964,1.0121427261802185
0.965,1.0121199275082953
0.966,1.0120968003869906
0.967,1.0120733449390076
0.968,1.0120495612868805
0.969,1.0120254495529712
0.97,1.012001009859472
0.971,1.0119762423284044
0.972,1.01195114708162
0.973,1.0119257242408009
0.974,1.0118999739274608
0.975,1.0118738962629439
0.976,1.0118474913684252
0.977,1.011820759364912
0.978,1.0117937003732436
0.979,1.0117663145140914
0.98,1.0117386019079593
0.981,1.0117105626751837
0.982,1.0116821969359358
0.983,1.011653504810218
0.984,1.0116244864178683
0.985,1.0115951418785578
0.986,1.0115654713117928
0.987,1.0115354748369132
0.988,1.0115051525730947
0.989,1.0114745046393476
0.99,1.0114435311545191
0.991,1.0114122322372905
0.992,1.0113806080061802
0.993,1.0113486585795433
0.994,1.011316384075571
0.995,1.0112837846122917
0.996,1.011250860307572
0.997,1.0112176112791145
0.998,1.011184037644461
0.999,1.0111501395209905
1.0,1.0111159170259216
